LTER.site,Locale,Species.code,Year,Abundance
CedarCreek,15,Monomorium minimum,1997,10.6666666666667
CedarCreek,15,Monomorium minimum,1998,13
CedarCreek,15,Monomorium minimum,1999,21.5
CedarCreek,15,Monomorium minimum,2000,5.5
CedarCreek,15,Monomorium minimum,2004,1
CedarCreek,15,Monomorium minimum,2006,7
CedarCreek,15,Paratrechina parvula,1997,1
CedarCreek,15,Paratrechina parvula,1999,2
CedarCreek,15,Trimorus undet,1997,1
CedarCreek,15,Trimorus undet,1999,1
CedarCreek,15,Trimorus undet,2000,1
CedarCreek,15,Metaphidippus undet,1997,1
CedarCreek,15,Metaphidippus undet,1998,1
CedarCreek,15,Metaphidippus undet,1999,3
CedarCreek,15,Metaphidippus undet,2000,2
CedarCreek,15,Misumenops undet,1997,4
CedarCreek,15,Psyllobora 20-maculata,1997,2
CedarCreek,15,Thaumatomyia glabra,1997,1
CedarCreek,15,Thaumatomyia glabra,1998,1
CedarCreek,15,Euarestoides abstersus,1997,1
CedarCreek,15,Orius insidiosus,1997,1
CedarCreek,15,Orius insidiosus,1998,1
CedarCreek,15,Orius insidiosus,1999,1.5
CedarCreek,15,Orius insidiosus,2000,15
CedarCreek,15,Orius insidiosus,2004,2
CedarCreek,15,Orius insidiosus,2005,1
CedarCreek,15,Galgupha undet,1997,1
CedarCreek,15,Commellus comma,1997,1
CedarCreek,15,Commellus comma,1999,1
CedarCreek,15,Aphalara undet,1997,1
CedarCreek,15,Aphalara undet,2004,44
CedarCreek,15,Aphalara undet,2005,38
CedarCreek,15,Aphalara undet,2006,13
CedarCreek,15,Psen undet,1997,1
CedarCreek,15,Oecanthus undet,1997,1
CedarCreek,15,Oecanthus undet,1998,1
CedarCreek,15,Oecanthus undet,1999,1
CedarCreek,15,Oecanthus undet,2004,1
CedarCreek,15,Cheilosia undet,1997,1
CedarCreek,15,Platycheirus undet,1997,2
CedarCreek,15,Sphaerophoria undet,1997,1
CedarCreek,15,Lygus lineolaris,1997,1
CedarCreek,15,Lygus lineolaris,1998,7
CedarCreek,15,Lygus lineolaris,1999,1.5
CedarCreek,15,Scaphytopius acutus,1997,1
CedarCreek,15,Scaphytopius acutus,1998,3
CedarCreek,15,Scaphytopius acutus,1999,5
CedarCreek,15,Scaphytopius acutus,2000,3
CedarCreek,15,Scaphytopius acutus,2005,8
CedarCreek,15,Scaphytopius acutus,2006,1
CedarCreek,15,Tetrastichus undet,1997,5
CedarCreek,15,Tetrastichus undet,1999,12
CedarCreek,15,Tetrastichus undet,2000,7
CedarCreek,15,Halictus undet,1997,2
CedarCreek,15,Chrysopa undet,1997,1
CedarCreek,15,Chrysopa undet,1998,1
CedarCreek,15,Chrysopa undet,2006,1
CedarCreek,15,Dictyna undet,1998,2
CedarCreek,15,Dictyna undet,1999,3
CedarCreek,15,Dictyna undet,2000,2
CedarCreek,15,Coccinella 7-punctata,1998,1
CedarCreek,15,Coccinella 7-punctata,2000,1
CedarCreek,15,Phthiria undet,1998,1
CedarCreek,15,Phthiria undet,1999,1
CedarCreek,15,Amphicnephes pullus,1998,2
CedarCreek,15,Amphicnephes pullus,1999,1
CedarCreek,15,Ortholomus scolopax,1998,5
CedarCreek,15,Ortholomus scolopax,1999,5.5
CedarCreek,15,Ortholomus scolopax,2000,7.5
CedarCreek,15,Sinea diadema,1998,1
CedarCreek,15,Oncopsis undet,1998,1
CedarCreek,15,Scolops undet,1998,1
CedarCreek,15,Scolops undet,2000,1
CedarCreek,15,Chelonus(s.str.) undet,1998,3
CedarCreek,15,Chelonus(s.str.) undet,2006,1
CedarCreek,15,Xysticus undet,1998,2
CedarCreek,15,Xysticus undet,1999,1
CedarCreek,15,Xysticus undet,2000,1
CedarCreek,15,Apion undet,1998,1
CedarCreek,15,Apion undet,2000,2
CedarCreek,15,Apion undet,2004,1
CedarCreek,15,Nysius niger,1998,4
CedarCreek,15,Nysius niger,1999,1
CedarCreek,15,Nysius niger,2006,2
CedarCreek,15,Philaenus spumarius,1998,1
CedarCreek,15,Endria inimica,1998,1
CedarCreek,15,Endria inimica,1999,1
CedarCreek,15,Endria inimica,2000,1
CedarCreek,15,Endria inimica,2004,1
CedarCreek,15,Endria inimica,2006,2
CedarCreek,15,Bombus impatiens,1998,3
CedarCreek,15,Melanoplus bivittatus,1998,1
CedarCreek,15,Bibiodes undet,1999,1
CedarCreek,15,Hippelates undet,1999,2
CedarCreek,15,Asyndetus undet,1999,2
CedarCreek,15,Trupanea actinobola,1999,1
CedarCreek,15,Dikraneura undet,1999,1
CedarCreek,15,Oxybelus undet,1999,1
CedarCreek,15,Chaetocnema undet,1999,1
CedarCreek,15,Diabrotica barberi,1999,1
CedarCreek,15,Cycloneda munda,1999,2
CedarCreek,15,Camptoprosopella undet,1999,3
CedarCreek,15,Camptoprosopella undet,2000,2
CedarCreek,15,Camptoprosopella undet,2005,3
CedarCreek,15,Coenosia undet,1999,1
CedarCreek,15,Nephrotoma? undet,1999,1
CedarCreek,15,Nephrotoma? undet,2005,1
CedarCreek,15,Ligyrocoris diffusus,1999,1
CedarCreek,15,Ligyrocoris diffusus,2000,1
CedarCreek,15,Euschistus undet,1999,1
CedarCreek,15,Harmostes reflexulus,1999,1
CedarCreek,15,Harmostes reflexulus,2000,1
CedarCreek,15,Hylaeus undet,1999,1
CedarCreek,15,Dialictus undet,1999,1
CedarCreek,15,Hippodamia parenthesis,2000,1
CedarCreek,15,Schoenomyza undet,2000,1
CedarCreek,15,Phidippus undet,2000,1
CedarCreek,15,Chamaemyia undet,2000,1
CedarCreek,15,Scolops sulcipes,2000,1
CedarCreek,15,Scolops sulcipes,2005,1
CedarCreek,15,Scolops sulcipes,2006,1
CedarCreek,15,Bombus griseocollis,2000,2
CedarCreek,15,Paroxyna albiceps,2004,2
CedarCreek,15,Pseudatomoscelis seriatus,2004,2
CedarCreek,15,Pseudatomoscelis seriatus,2005,13
CedarCreek,15,Vanduzea triguttata,2004,1
CedarCreek,15,Vanduzea triguttata,2005,9
CedarCreek,15,Vanduzea triguttata,2006,48
CedarCreek,15,Formica obscuripes,2004,4
CedarCreek,15,Formica obscuripes,2005,12
CedarCreek,15,Formica obscuripes,2006,305
CedarCreek,15,Proformica neogagates,2004,2
CedarCreek,15,Nesosteles neglectus,2005,1
CedarCreek,15,Formica cinerea,2005,4
CedarCreek,15,Microrhopala cyanea,2006,1
CedarCreek,15,Hyperaspis fimbriolata?,2006,1
CedarCreek,15,Geocoris undet,2006,1
CedarCreek,15,Crambus undet,2006,1
CedarCreek,16,Mordellistena undet,1996,1
CedarCreek,16,Oscinella undet,1996,34
CedarCreek,16,Oscinella undet,1997,3
CedarCreek,16,Oscinella undet,1999,9
CedarCreek,16,Oscinella undet,2000,2.5
CedarCreek,16,Oscinella undet,2004,2
CedarCreek,16,Oscinella undet,2006,7
CedarCreek,16,Medeterus undet,1996,1
CedarCreek,16,Medeterus undet,1997,1
CedarCreek,16,Medeterus undet,2000,1
CedarCreek,16,Medeterus undet,2003,1
CedarCreek,16,Philygria debilis,1996,5
CedarCreek,16,Philygria debilis,1997,4
CedarCreek,16,Philygria debilis,1999,1
CedarCreek,16,Philygria debilis,2000,2
CedarCreek,16,Camptoprosopella undet,1996,1
CedarCreek,16,Mesograpta marginata,1996,2
CedarCreek,16,Geocoris undet,1996,1
CedarCreek,16,Geocoris undet,2006,1
CedarCreek,16,Adelphocoris lineolatus,1996,1
CedarCreek,16,Adelphocoris lineolatus,1997,2
CedarCreek,16,Adelphocoris lineolatus,1999,2
CedarCreek,16,Adelphocoris lineolatus,2000,2
CedarCreek,16,Adelphocoris lineolatus,2003,1
CedarCreek,16,Nabis americoferus,1996,1
CedarCreek,16,Nabis americoferus,1997,1
CedarCreek,16,Nabis americoferus,1999,2
CedarCreek,16,Nabis americoferus,2004,1
CedarCreek,16,Aceratagallia sanguinolenta,1996,1
CedarCreek,16,Aceratagallia sanguinolenta,1997,1
CedarCreek,16,Aceratagallia sanguinolenta,1998,4
CedarCreek,16,Aceratagallia sanguinolenta,1999,3
CedarCreek,16,Aceratagallia sanguinolenta,2000,2
CedarCreek,16,Aceratagallia sanguinolenta,2003,1
CedarCreek,16,Aceratagallia sanguinolenta,2004,2
CedarCreek,16,Macrosteles fascifrons,1996,15
CedarCreek,16,Macrosteles fascifrons,1997,9.33333333333333
CedarCreek,16,Macrosteles fascifrons,1998,3
CedarCreek,16,Macrosteles fascifrons,1999,3
CedarCreek,16,Macrosteles fascifrons,2000,6
CedarCreek,16,Macrosteles fascifrons,2004,9
CedarCreek,16,Macrosteles fascifrons,2006,11
CedarCreek,16,Trimorus undet,1996,1
CedarCreek,16,Tetraopes 5-maculata,1997,1
CedarCreek,16,Tetraopes 5-maculata,1999,11
CedarCreek,16,Tetraopes 5-maculata,2000,2
CedarCreek,16,Amphicnephes pullus,1997,1
CedarCreek,16,Amphicnephes pullus,1999,4
CedarCreek,16,Leptocera undet,1997,1
CedarCreek,16,Leptocera undet,2004,2
CedarCreek,16,Geocoris bullatus,1997,2
CedarCreek,16,Empoasca fabae,1997,1
CedarCreek,16,Empoasca fabae,1998,1
CedarCreek,16,Empoasca fabae,2000,1
CedarCreek,16,Empoasca fabae,2003,2
CedarCreek,16,Endria inimica,1997,2
CedarCreek,16,Delphacodes campestris,1997,3
CedarCreek,16,Paratrechina parvula,1997,1
CedarCreek,16,Enicospilus undet,1997,1
CedarCreek,16,Melanoplus femurrubrum,1997,1
CedarCreek,16,Tetragnatha undet,1997,1
CedarCreek,16,Tetragnatha undet,1999,2
CedarCreek,16,Notoxus bifasciatus,1997,1
CedarCreek,16,Notoxus bifasciatus,1998,6
CedarCreek,16,Notoxus bifasciatus,1999,17
CedarCreek,16,Notoxus bifasciatus,2000,6
CedarCreek,16,Incertella undet,1997,1
CedarCreek,16,Incertella undet,1999,1
CedarCreek,16,Olcella undet,1997,10
CedarCreek,16,Olcella undet,1998,3
CedarCreek,16,Olcella undet,1999,6.5
CedarCreek,16,Olcella undet,2000,1.5
CedarCreek,16,Olcella undet,2003,6
CedarCreek,16,Olcella undet,2004,4
CedarCreek,16,Olcella undet,2006,53
CedarCreek,16,Curtonotus helvum,1997,1
CedarCreek,16,Euaresta bella,1997,1
CedarCreek,16,Nysius niger,1997,1
CedarCreek,16,Nysius niger,1998,16
CedarCreek,16,Nysius niger,1999,8
CedarCreek,16,Nysius niger,2000,13.5
CedarCreek,16,Nysius niger,2003,8
CedarCreek,16,Nysius niger,2004,6
CedarCreek,16,Nysius niger,2006,26
CedarCreek,16,Trisulcus undet,1997,1
CedarCreek,16,Oxybelus undet,1997,2
CedarCreek,16,Oxybelus undet,1998,3
CedarCreek,16,Metaphidippus undet,1997,1
CedarCreek,16,Metaphidippus undet,1998,2
CedarCreek,16,Metaphidippus undet,2004,1
CedarCreek,16,Metaphidippus undet,2006,1
CedarCreek,16,Lygus lineolaris,1997,4
CedarCreek,16,Lygus lineolaris,1998,3
CedarCreek,16,Lygus lineolaris,1999,13
CedarCreek,16,Lygus lineolaris,2000,1
CedarCreek,16,Lygus lineolaris,2003,27
CedarCreek,16,Lygus lineolaris,2004,2
CedarCreek,16,Lygus lineolaris,2006,7
CedarCreek,16,Nesosteles neglectus,1997,1
CedarCreek,16,Nesosteles neglectus,2003,5
CedarCreek,16,Nesosteles neglectus,2004,1
CedarCreek,16,Tetrastichus undet,1997,1
CedarCreek,16,Tetrastichus undet,2000,2
CedarCreek,16,Monomorium minimum,1997,1
CedarCreek,16,Monomorium minimum,1999,4
CedarCreek,16,Monomorium minimum,2000,5
CedarCreek,16,Monomorium minimum,2003,2
CedarCreek,16,Monomorium minimum,2004,9
CedarCreek,16,Monomorium minimum,2006,32
CedarCreek,16,Dialictus undet,1997,2
CedarCreek,16,Dialictus undet,2000,1
CedarCreek,16,Telenomus undet,1997,2
CedarCreek,16,Orius insidiosus,1998,2
CedarCreek,16,Orius insidiosus,1999,1
CedarCreek,16,Bombus griseocollis,1998,1
CedarCreek,16,Dictyna undet,1998,1
CedarCreek,16,Bibiodes undet,1998,1
CedarCreek,16,Lygaeus kalmii,1998,1
CedarCreek,16,Exitianus exitiosus,1998,1
CedarCreek,16,Exitianus exitiosus,2000,1
CedarCreek,16,Exitianus exitiosus,2003,1
CedarCreek,16,Exitianus exitiosus,2006,1
CedarCreek,16,Scaphytopius acutus,1998,1
CedarCreek,16,Scaphytopius acutus,1999,1
CedarCreek,16,Scaphytopius acutus,2006,1
CedarCreek,16,Bracon undet,1998,1
CedarCreek,16,Misumenops undet,1999,1
CedarCreek,16,Misumenops undet,2000,1
CedarCreek,16,Misumenops undet,2003,1
CedarCreek,16,Stereopalpus vestitus,1999,1
CedarCreek,16,Oecanthus undet,1999,1
CedarCreek,16,Cerodontha undet,1999,1
CedarCreek,16,Chlamydatus associatus,1999,1
CedarCreek,16,Altica fuscoaenea,2000,2
CedarCreek,16,Hylemya undet,2000,2
CedarCreek,16,Phthiria undet,2000,4
CedarCreek,16,Phthiria undet,2003,1
CedarCreek,16,Phthiria undet,2006,2
CedarCreek,16,Schoenomyza undet,2000,1
CedarCreek,16,Senotainia undet,2000,1
CedarCreek,16,Lasius neoniger,2000,1
CedarCreek,16,Lasius neoniger,2004,1
CedarCreek,16,Lasius neoniger,2006,4
CedarCreek,16,Melanoplus angustipennis,2000,1
CedarCreek,16,Xysticus undet,2003,2
CedarCreek,16,Ligyrocoris diffusus,2003,1
CedarCreek,16,Trigonotylus coelestialium,2003,1
CedarCreek,16,Stictopleurus punctiventris,2003,1
CedarCreek,16,Melanoplus sanguinipes,2003,1
CedarCreek,16,Coccinella 7-punctata,2004,1
CedarCreek,16,Trupanea actinobola,2004,1
CedarCreek,16,Agromyza undet,2006,1
CedarCreek,16,Chrysotus undet,2006,1
CedarCreek,16,Perilampus undet,2006,1
CedarCreek,16,Crambus undet,2006,1
CedarCreek,16,Chrysopa undet,2006,1
CedarCreek,22,Misumenops asperatus,1996,1
CedarCreek,22,Misumenops asperatus,1997,2
CedarCreek,22,Misumenops asperatus,1998,1
CedarCreek,22,Misumenops asperatus,1999,1
CedarCreek,22,Chauliognathus pennsylvanicus,1996,2
CedarCreek,22,Chauliognathus pennsylvanicus,1997,13
CedarCreek,22,Chauliognathus pennsylvanicus,1998,6
CedarCreek,22,Chauliognathus pennsylvanicus,1999,17
CedarCreek,22,Chauliognathus pennsylvanicus,2000,1
CedarCreek,22,Chauliognathus pennsylvanicus,2003,1
CedarCreek,22,Chauliognathus pennsylvanicus,2004,2
CedarCreek,22,Chauliognathus pennsylvanicus,2006,2
CedarCreek,22,Cerodontha undet,1996,1
CedarCreek,22,Olcella undet,1996,9
CedarCreek,22,Olcella undet,1997,5.5
CedarCreek,22,Olcella undet,1998,2
CedarCreek,22,Olcella undet,1999,5.5
CedarCreek,22,Olcella undet,2000,1
CedarCreek,22,Olcella undet,2003,3
CedarCreek,22,Olcella undet,2006,6
CedarCreek,22,Oscinella undet,1996,15
CedarCreek,22,Oscinella undet,1997,2.66666666666667
CedarCreek,22,Oscinella undet,1998,1
CedarCreek,22,Oscinella undet,1999,2.66666666666667
CedarCreek,22,Oscinella undet,2000,3
CedarCreek,22,Oscinella undet,2005,1
CedarCreek,22,Oscinella undet,2006,9
CedarCreek,22,Philygria debilis,1996,4
CedarCreek,22,Philygria debilis,1997,1.5
CedarCreek,22,Philygria debilis,1998,1
CedarCreek,22,Philygria debilis,2000,1
CedarCreek,22,Philygria debilis,2003,1
CedarCreek,22,Nysius niger,1996,2
CedarCreek,22,Nysius niger,1998,2.5
CedarCreek,22,Nysius niger,1999,1
CedarCreek,22,Nysius niger,2000,3
CedarCreek,22,Nysius niger,2005,1
CedarCreek,22,Nysius niger,2006,2
CedarCreek,22,Trigonotylus coelestialium,1996,8
CedarCreek,22,Nabis americoferus,1996,1
CedarCreek,22,Nabis americoferus,1997,1
CedarCreek,22,Nabis americoferus,1998,1
CedarCreek,22,Nabis americoferus,2000,3
CedarCreek,22,Nabis americoferus,2003,1
CedarCreek,22,Nabis americoferus,2004,1
CedarCreek,22,Homaemus undet,1996,2
CedarCreek,22,Aceratagallia sanguinolenta,1996,1
CedarCreek,22,Aceratagallia sanguinolenta,1999,1
CedarCreek,22,Aceratagallia sanguinolenta,2005,1
CedarCreek,22,Cicadula mellus,1996,1
CedarCreek,22,Macrosteles fascifrons,1996,5
CedarCreek,22,Macrosteles fascifrons,1997,5.5
CedarCreek,22,Macrosteles fascifrons,1998,1
CedarCreek,22,Macrosteles fascifrons,1999,1
CedarCreek,22,Macrosteles fascifrons,2004,1
CedarCreek,22,Macrosteles fascifrons,2005,5
CedarCreek,22,Delphacodes campestris,1996,9
CedarCreek,22,Delphacodes campestris,1997,1
CedarCreek,22,Neogonatopus undet,1996,1
CedarCreek,22,Lasius neoniger,1996,1
CedarCreek,22,Lasius neoniger,2000,1
CedarCreek,22,Lasius neoniger,2005,8
CedarCreek,22,Lasius neoniger,2006,5
CedarCreek,22,Monomorium minimum,1996,7
CedarCreek,22,Monomorium minimum,1997,4.66666666666667
CedarCreek,22,Monomorium minimum,1998,6
CedarCreek,22,Monomorium minimum,1999,14
CedarCreek,22,Monomorium minimum,2000,10.5
CedarCreek,22,Monomorium minimum,2003,8
CedarCreek,22,Monomorium minimum,2004,1
CedarCreek,22,Monomorium minimum,2005,22
CedarCreek,22,Monomorium minimum,2006,12
CedarCreek,22,Araneus undet,1997,1
CedarCreek,22,Araneus undet,1998,1
CedarCreek,22,Araneus undet,1999,1
CedarCreek,22,Argiope undet,1997,1
CedarCreek,22,Notoxus bifasciatus,1997,25
CedarCreek,22,Notoxus bifasciatus,1998,1
CedarCreek,22,Notoxus bifasciatus,1999,21
CedarCreek,22,Notoxus bifasciatus,2000,4
CedarCreek,22,Mordellistena undet,1997,1
CedarCreek,22,Hylemya undet,1997,1
CedarCreek,22,Hylemya undet,1999,1
CedarCreek,22,Hylemya undet,2000,6
CedarCreek,22,Amphicnephes pullus,1997,2
CedarCreek,22,Amphicnephes pullus,1998,1
CedarCreek,22,Cyclotelus undet,1997,1
CedarCreek,22,Geocoris bullatus,1997,1.33333333333333
CedarCreek,22,Geocoris bullatus,1998,1
CedarCreek,22,Diplocolenus configuratus,1997,2
CedarCreek,22,Empoasca fabae,1997,7
CedarCreek,22,Empoasca fabae,1998,39
CedarCreek,22,Empoasca fabae,1999,19
CedarCreek,22,Empoasca fabae,2000,7.5
CedarCreek,22,Empoasca fabae,2003,1
CedarCreek,22,Empoasca fabae,2005,1
CedarCreek,22,Nesosteles neglectus,1997,1
CedarCreek,22,Nesosteles neglectus,1998,1
CedarCreek,22,Nesosteles neglectus,1999,1
CedarCreek,22,Nesosteles neglectus,2003,3
CedarCreek,22,Nesosteles neglectus,2005,2
CedarCreek,22,Scaphytopius acutus,1997,1
CedarCreek,22,Scaphytopius acutus,1998,2
CedarCreek,22,Scaphytopius acutus,1999,3
CedarCreek,22,Scaphytopius acutus,2000,1
CedarCreek,22,Scaphytopius acutus,2005,3
CedarCreek,22,Scaphytopius acutus,2006,5
CedarCreek,22,Delphacodes undet,1997,2
CedarCreek,22,Delphacodes undet,2006,1
CedarCreek,22,Telenomus undet,1997,1
CedarCreek,22,Trimorus undet,1997,1
CedarCreek,22,Chrysopa undet,1997,1
CedarCreek,22,Melanoplus angustipennis,1997,3
CedarCreek,22,Melanoplus angustipennis,1998,1
CedarCreek,22,Melanoplus angustipennis,2003,1
CedarCreek,22,Melanoplus femurrubrum,1997,2
CedarCreek,22,Melanoplus femurrubrum,2004,1
CedarCreek,22,Melanoplus femurrubrum,2006,1
CedarCreek,22,Melanoplus foedus,1997,1
CedarCreek,22,Spharagemon collare,1997,1
CedarCreek,22,Metaphidippus undet,1997,1.5
CedarCreek,22,Metaphidippus undet,1998,1
CedarCreek,22,Metaphidippus undet,1999,1
CedarCreek,22,Metaphidippus undet,2000,4
CedarCreek,22,Metaphidippus undet,2005,2
CedarCreek,22,Metaphidippus undet,2006,3
CedarCreek,22,Misumenops undet,1997,1
CedarCreek,22,Xysticus undet,1997,1
CedarCreek,22,Carpophilus undet,1997,1
CedarCreek,22,Incertella undet,1997,1
CedarCreek,22,Ortholomus scolopax,1997,4
CedarCreek,22,Ortholomus scolopax,1998,14
CedarCreek,22,Ortholomus scolopax,1999,3.5
CedarCreek,22,Ortholomus scolopax,2000,5
CedarCreek,22,Ortholomus scolopax,2003,1
CedarCreek,22,Bracon undet,1997,1
CedarCreek,22,Philanthus undet,1997,1
CedarCreek,22,Chrysotus undet,1997,1
CedarCreek,22,Medeterus undet,1997,2
CedarCreek,22,Medeterus undet,1998,1
CedarCreek,22,Medeterus undet,1999,1
CedarCreek,22,Medeterus undet,2000,1
CedarCreek,22,Medeterus undet,2006,1
CedarCreek,22,Leptocera undet,1997,2
CedarCreek,22,Leptocera undet,1999,1
CedarCreek,22,Leptocera undet,2005,2
CedarCreek,22,Phymata pennsylvanica,1997,1
CedarCreek,22,Phymata pennsylvanica,1998,2
CedarCreek,22,Phymata pennsylvanica,1999,1
CedarCreek,22,Phymata pennsylvanica,2003,3
CedarCreek,22,Oecanthus undet,1997,1
CedarCreek,22,Oecanthus undet,2004,1
CedarCreek,22,Oecanthus undet,2005,2
CedarCreek,22,Dictyna undet,1998,2
CedarCreek,22,Dictyna undet,1999,3
CedarCreek,22,Dictyna undet,2006,1
CedarCreek,22,Phidippus undet,1998,1
CedarCreek,22,Phidippus undet,2000,1
CedarCreek,22,Phidippus undet,2003,1
CedarCreek,22,Tetragnatha undet,1998,1
CedarCreek,22,Tetragnatha undet,1999,1
CedarCreek,22,Tetragnatha undet,2000,1
CedarCreek,22,Apion undet,1998,1.5
CedarCreek,22,Apion undet,2006,4
CedarCreek,22,Agromyza undet,1998,1
CedarCreek,22,Agromyza undet,2000,1
CedarCreek,22,Phthiria undet,1998,2
CedarCreek,22,Phthiria undet,1999,1
CedarCreek,22,Senotainia undet,1998,1
CedarCreek,22,Orius insidiosus,1998,1
CedarCreek,22,Orius insidiosus,1999,1
CedarCreek,22,Orius insidiosus,2000,9
CedarCreek,22,Orius insidiosus,2005,2
CedarCreek,22,Orius insidiosus,2006,2
CedarCreek,22,Adelphocoris lineolatus,1998,4.5
CedarCreek,22,Adelphocoris lineolatus,1999,2
CedarCreek,22,Adelphocoris lineolatus,2000,1
CedarCreek,22,Adelphocoris lineolatus,2003,2
CedarCreek,22,Brachymeria undet,1998,1
CedarCreek,22,Chrysopa oculata,1998,1
CedarCreek,22,Mesograpta marginata,1998,1
CedarCreek,22,Mesograpta marginata,2003,1
CedarCreek,22,Lygus lineolaris,1998,1
CedarCreek,22,Lygus lineolaris,1999,1
CedarCreek,22,Pitedia persimilis,1998,3
CedarCreek,22,Pitedia persimilis,2006,1
CedarCreek,22,Scolops sulcipes,1998,1
CedarCreek,22,Scolops sulcipes,2003,1
CedarCreek,22,Scolops sulcipes,2006,1
CedarCreek,22,Bombus impatiens,1998,1
CedarCreek,22,Bombus impatiens,2000,2
CedarCreek,22,Bombus impatiens,2004,1
CedarCreek,22,Myrmica americana,1998,1
CedarCreek,22,Myrmica americana,1999,2
CedarCreek,22,Myrmica americana,2000,1
CedarCreek,22,Myrmica americana,2005,1
CedarCreek,22,Myrmica americana,2006,1
CedarCreek,22,Colaspis suilla-borealis,1999,1
CedarCreek,22,Pachybrachis undet,1999,1
CedarCreek,22,Pachybrachis undet,2000,1
CedarCreek,22,Villa undet,1999,1
CedarCreek,22,Melanotrichus flavosparsus,1999,1
CedarCreek,22,Endria inimica,1999,1
CedarCreek,22,Endria inimica,2005,2
CedarCreek,22,Quantas sayi?,1999,3
CedarCreek,22,Quantas sayi?,2006,1
CedarCreek,22,Proformica neogagates,1999,10
CedarCreek,22,Proformica neogagates,2005,1
CedarCreek,22,Chaetocnema undet,1999,1
CedarCreek,22,Diabrotica 11-punctata,1999,2
CedarCreek,22,Diabrotica 11-punctata,2006,1
CedarCreek,22,Microrhopala vittata,1999,1
CedarCreek,22,Hippodamia parenthesis,1999,1
CedarCreek,22,Cyphon obscurus?,1999,1
CedarCreek,22,Siphonella oscinina,1999,1
CedarCreek,22,Tetrastichus undet,1999,1
CedarCreek,22,Tetrastichus undet,2000,6
CedarCreek,22,Paratrechina parvula,1999,13
CedarCreek,22,Paratrechina parvula,2000,5.5
CedarCreek,22,Dialictus undet,1999,1
CedarCreek,22,Dialictus undet,2000,1
CedarCreek,22,Dialictus undet,2003,1
CedarCreek,22,Camptoprosopella undet,2000,2
CedarCreek,22,Camptoprosopella undet,2003,1
CedarCreek,22,Plagiognathus undet,2000,1
CedarCreek,22,Thaumatomyia glabra,2000,1
CedarCreek,22,Encyrtus undet,2000,1
CedarCreek,22,Coelioxys undet,2000,1
CedarCreek,22,Coccinella 7-punctata,2003,1
CedarCreek,22,Epicauta pennsylvanica,2003,1
CedarCreek,22,Slaterobius insignis,2003,1
CedarCreek,22,Pseudatomoscelis seriatus,2003,1
CedarCreek,22,Pseudatomoscelis seriatus,2005,7
CedarCreek,22,Pseudatomoscelis seriatus,2006,9
CedarCreek,22,Aphalara undet,2003,3
CedarCreek,22,Aphalara undet,2004,22
CedarCreek,22,Aphalara undet,2005,26
CedarCreek,22,Aphalara undet,2006,15
CedarCreek,22,Bocchus undet,2003,1
CedarCreek,22,Formica obscuripes,2003,1
CedarCreek,22,Perilampus undet,2003,1
CedarCreek,22,Paroxyna albiceps,2004,2
CedarCreek,22,Meromyza americana,2005,1
CedarCreek,22,Schoenomyza undet,2005,1
CedarCreek,22,Philaenus(Philaenarcys) bilineata,2005,1
CedarCreek,22,Vanduzea triguttata,2005,1
CedarCreek,22,Sphaerobius insignis,2006,1
CedarCreek,22,Polyamia obtecta,2006,1
CedarCreek,22,Scleroracus osborni,2006,1
CedarCreek,22,Apanteles undet,2006,1
CedarCreek,22,Euodynerus undet,2006,1
CedarCreek,24,Tetragnatha undet,1996,1
CedarCreek,24,Hylemya undet,1996,1
CedarCreek,24,Hylemya undet,1997,2
CedarCreek,24,Hylemya undet,2000,2
CedarCreek,24,Hylemya undet,2005,1
CedarCreek,24,Incertella undet,1996,5
CedarCreek,24,Olcella undet,1996,2
CedarCreek,24,Olcella undet,1997,2
CedarCreek,24,Olcella undet,2004,2
CedarCreek,24,Olcella undet,2006,2
CedarCreek,24,Oscinella undet,1996,7
CedarCreek,24,Oscinella undet,1997,1.66666666666667
CedarCreek,24,Oscinella undet,1998,1
CedarCreek,24,Oscinella undet,1999,1
CedarCreek,24,Chrysotus undet,1996,3
CedarCreek,24,Chrysotus undet,1997,1
CedarCreek,24,Chrysotus undet,1999,2
CedarCreek,24,Chrysotus undet,2005,1
CedarCreek,24,Medeterus undet,1996,2
CedarCreek,24,Medeterus undet,1997,2
CedarCreek,24,Medeterus undet,1999,1
CedarCreek,24,Medeterus undet,2003,1
CedarCreek,24,Philygria debilis,1996,8
CedarCreek,24,Philygria debilis,1997,5
CedarCreek,24,Philygria debilis,1998,3
CedarCreek,24,Philygria debilis,1999,5
CedarCreek,24,Philygria debilis,2000,1.5
CedarCreek,24,Philygria opposita,1996,1
CedarCreek,24,Coenosia undet,1996,1
CedarCreek,24,Schoenomyza undet,1996,1
CedarCreek,24,Schoenomyza undet,2000,2
CedarCreek,24,Senotainia undet,1996,1
CedarCreek,24,Mesograpta marginata,1996,2
CedarCreek,24,Geocoris undet,1996,1
CedarCreek,24,Trigonotylus coelestialium,1996,8
CedarCreek,24,Trigonotylus coelestialium,1997,2
CedarCreek,24,Trigonotylus coelestialium,1998,4
CedarCreek,24,Trigonotylus coelestialium,1999,1
CedarCreek,24,Trigonotylus coelestialium,2000,4
CedarCreek,24,Trigonotylus coelestialium,2004,1
CedarCreek,24,Trigonotylus coelestialium,2005,3
