LTER	Dataset	Species	Abundance.trend
HarvardForest	Ants	lasali	0.209049550192215
HarvardForest	Ants	lasnea	-0.562895641498555
HarvardForest	Ants	lasumb	0.553194777222457
HarvardForest	Ants	myrpun	-0.808928213179081
HarvardForest	Ants	myrscu	3.34632583234824
HarvardForest	Ants	stebre	-2.08771064583422
HarvardForest	Ants	steimp	-1.01469798592616
HarvardForest	Ants	tapses	0
HarvardForest	Ants	temlon	0.811338596087912
HarvardForest	AntsNantucket	ambpal	-1.26607637602818
HarvardForest	AntsNantucket	aphrud	-0.0232185593217972
HarvardForest	AntsNantucket	aphtre	-0.338673478166009
HarvardForest	AntsNantucket	bradep	-1.7295026900591
HarvardForest	AntsNantucket	crelin	1.32832916891131
HarvardForest	AntsNantucket	fordol	1.01565960294421
HarvardForest	AntsNantucket	forexs	-1.7613680064314
HarvardForest	AntsNantucket	forinc	2.66437259782018
HarvardForest	AntsNantucket	forneo1	-1.42487286359199
HarvardForest	AntsNantucket	forpal	1.345868269233
HarvardForest	AntsNantucket	forper	6.59554715511182e-18
HarvardForest	AntsNantucket	forsub2	3.3474268142353
HarvardForest	AntsNantucket	forsub3	1.32487980824717
HarvardForest	AntsNantucket	lasali	-1.08589396109846
HarvardForest	AntsNantucket	lasfla	-2.79148394507551
HarvardForest	AntsNantucket	laslat	0.574050699535756
HarvardForest	AntsNantucket	lassub1	2.49573030487453
HarvardForest	AntsNantucket	monema	1.46103001817233
HarvardForest	AntsNantucket	myrame1	-1.85221093308895
HarvardForest	AntsNantucket	myrame2	1.54693331570298
HarvardForest	AntsNantucket	myrpin	-0.110744114654023
HarvardForest	AntsNantucket	myrpun	-2.43507192911917
HarvardForest	AntsNantucket	myrscu	1.36011812185931
HarvardForest	AntsNantucket	myrsmi	-1.14992988589923
HarvardForest	AntsNantucket	parpar	2.91986544090416
HarvardForest	AntsNantucket	ponpen	1.70141426904873
HarvardForest	AntsNantucket	preimp	3.14562061075643
HarvardForest	AntsNantucket	solmol	-0.691755121341508
HarvardForest	AntsNantucket	soltex	2.81599698638162
HarvardForest	AntsNantucket	steimp	2.45034112018671
HarvardForest	AntsNantucket	tapses	4.43167801933207
HarvardForest	AntsNantucket	temamb	-1.81776790009774
HarvardForest	AntsNantucket	temcur	0
HarvardForest	AntsNantucket	tetcae	0.331051802390712
HarvardForest	AntsNantucket	velvet ant	3.0702497910823
HarvardForest	Ticks	Dermacentor variabilis	1.8399274611453
HarvardForest	Ticks	Ixodes scapularis	-1.85318757978694
HubbardBrook	lepidoptera1	2	-1.34913685450377
HubbardBrook	lepidoptera1	3	-1.1792691825139
HubbardBrook	lepidoptera1	4	0.353036765950095
HubbardBrook	lepidoptera1	5	-1.91912083710487
HubbardBrook	lepidoptera1	6	0.171906008915576
HubbardBrook	lepidoptera2	2	1.61879149507629
HubbardBrook	lepidoptera2	3	-0.766006304527568
HubbardBrook	lepidoptera2	4	-1.12858748344616
HubbardBrook	lepidoptera2	5	-2.43333267086207
HubbardBrook	lepidoptera2	6	-0.0450058361918623
KonzaPrairie	GallInsects	ceanothus	-1.22186528543695
KonzaPrairie	GallInsects	solidago	1.10478164904798
KonzaPrairie	GallInsects	vernonia	0.755147207482288
KonzaPrairie	Grasshoppers	Ageneotettix deorum	-1.5184151978038
KonzaPrairie	Grasshoppers	Arphia conspersa	-1.70107014486287
KonzaPrairie	Grasshoppers	Arphia simplex	-1.368097830846
KonzaPrairie	Grasshoppers	Arphia spp.	-1.33871433378884
KonzaPrairie	Grasshoppers	Arphia xanthoptera	-0.190074628461624
KonzaPrairie	Grasshoppers	Boopedon auriventris	1.2175297378075
KonzaPrairie	Grasshoppers	Boopedon gracile	1.07744424077243
KonzaPrairie	Grasshoppers	Campylacantha olivacea	1.62248964676979
KonzaPrairie	Grasshoppers	Chrotophag viridifas	-0.274936801463332
KonzaPrairie	Grasshoppers	Eritettix simplex	-1.89826542927751
KonzaPrairie	Grasshoppers	Hadrotettix trifasciatus	1.32060805036436
KonzaPrairie	Grasshoppers	Hesperotettix speciosus	-1.487771474996
KonzaPrairie	Grasshoppers	Hesperotettix spp.	1.11182630930941
KonzaPrairie	Grasshoppers	Hesperotettix viridis	-0.0320072093848327
KonzaPrairie	Grasshoppers	Hipposicus rugosus	-1.28104921116307
KonzaPrairie	Grasshoppers	Hypochlora alba	-1.08657976560005
KonzaPrairie	Grasshoppers	Melanoplus bivittatus	0.201049174540745
KonzaPrairie	Grasshoppers	Melanoplus confusus	-0.703011603012635
KonzaPrairie	Grasshoppers	Melanoplus differentialis	1.04774853233202
KonzaPrairie	Grasshoppers	Melanoplus femurrubrum	-1.71626686271677
KonzaPrairie	Grasshoppers	Melanoplus keeleri	-0.973603317302378
KonzaPrairie	Grasshoppers	Melanoplus packardii	1.44265133016094
KonzaPrairie	Grasshoppers	Melanoplus sanguinipes	-0.668156627124549
KonzaPrairie	Grasshoppers	Melanoplus scudderi	0.35478932910083
KonzaPrairie	Grasshoppers	Melanoplus spp.	-0.819188517936178
KonzaPrairie	Grasshoppers	Mermiria bivittata	0.399202858446767
KonzaPrairie	Grasshoppers	Mermiria picta	0.875527198517283
KonzaPrairie	Grasshoppers	Mermiria spp.	1.96323406264604
KonzaPrairie	Grasshoppers	Opeia obscura	3.58976213428308
KonzaPrairie	Grasshoppers	Orphulella speciosa	-2.02710324968071
KonzaPrairie	Grasshoppers	Paratylotr brunneri	1.65832510475415
KonzaPrairie	Grasshoppers	Pardalopho apiculata	0.509410166150883
KonzaPrairie	Grasshoppers	Pardalophora haldemani	-1.22184125965653
KonzaPrairie	Grasshoppers	Pardalophora spp.	-1.0814442052867
KonzaPrairie	Grasshoppers	Phoetaliotes nebrascensis	-1.24980492359573
KonzaPrairie	Grasshoppers	Pseudopoma brachypte	1.72745136625162
KonzaPrairie	Grasshoppers	Schistocerca lineata	3.23358415482942
KonzaPrairie	Grasshoppers	Syrbula admirabilis	-3.5033336108195
Midwest	Aphids	Acyrthosiphon caraganae	0.062656832773453
Midwest	Aphids	Acyrthosiphon lactucae	-1.09930358725541
Midwest	Aphids	Acyrthosiphon pisum	-0.060241580463896
Midwest	Aphids	Anoecia corni	-0.808165679707898
Midwest	Aphids	Anoecia cornicola	-0.368022441570142
Midwest	Aphids	Anoecia oenotherae	-0.787480053939914
Midwest	Aphids	Anoecia setariae	-0.183397197321208
Midwest	Aphids	Aphis asclepiadis	-1.67240666959734
Midwest	Aphids	Aphis coreopsidis	0.112242767758367
Midwest	Aphids	Aphis craccivora	-0.611371650699616
Midwest	Aphids	Aphis decepta	-0.117590759492824
Midwest	Aphids	Aphis fabae	3.57039944118753
Midwest	Aphids	Aphis folsomii	0.063490275360489
Midwest	Aphids	Aphis glycines	0.0246925220790451
Midwest	Aphids	Aphis gossypii	-1.68163112229554
Midwest	Aphids	Aphis illinoisensis	-0.638109223224541
Midwest	Aphids	Aphis maculatae	0.147602316236186
Midwest	Aphids	Aphis nasturtii	1.23349884183977
Midwest	Aphids	Aphis nerii	-1.25914203670543
Midwest	Aphids	Aphis polygonata	-0.489572284847307
Midwest	Aphids	Aphis pulchella	0.847100529319578
Midwest	Aphids	Aphis rubicola	-2.8452856911161
Midwest	Aphids	Aphis rumicis	-0.808991849161864
Midwest	Aphids	Aphis sambuci	-0.132776841270331
Midwest	Aphids	Aphis spiraecola	-1.06398527320897
Midwest	Aphids	Aulacorthum solani	-2.97013277750917
Midwest	Aphids	Brachycaudus helichrysi	-0.299544299838987
Midwest	Aphids	Calaphis betulella	-1.15566065091684
Midwest	Aphids	Capitophorus elaeagni	-1.01767972819877
Midwest	Aphids	Capitophorus hippophaes	1.41300797684076
Midwest	Aphids	Cavariella aegopodii	0.019360676184626
Midwest	Aphids	Chaitophorus populicola	-0.282106112690382
Midwest	Aphids	Colopha ulmicola	-0.327979264900167
Midwest	Aphids	Drepanaphis acerifoliae	-0.782660561733723
Midwest	Aphids	Dysaphis plantaginea	-0.413582527047355
Midwest	Aphids	Eucallipterus tiliae	0.772208418238128
Midwest	Aphids	Eulachnus rileyi	-0.64906363652806
Midwest	Aphids	Forda marginata	-1.18299614721245
Midwest	Aphids	Geoica utricularia	-1.06357929883224
Midwest	Aphids	Hamamelistes spinosus	-1.46083880151974
Midwest	Aphids	Hayhurstia atriplicis	-0.0994078413658185
Midwest	Aphids	Hyadaphis foeniculi	-0.423459370464345
Midwest	Aphids	Hyadaphis tataricae	-0.558750272794151
Midwest	Aphids	Hyalopterus pruni	-0.238814290622114
Midwest	Aphids	Hyperomyzus spp.	0.15456467449124
Midwest	Aphids	Hysteroneura setariae	-1.04864133397879
Midwest	Aphids	Illinoia spp.	0.193437492062618
Midwest	Aphids	Iziphya flabella	-1.78169123385493
Midwest	Aphids	Kaltenbachiella ulmifusa	-0.910974228881646
Midwest	Aphids	Lipaphis pseudobrassicae	-0.306874743098294
Midwest	Aphids	Macrosiphoniella spp.	-0.854560188889269
Midwest	Aphids	Macrosiphum euphorbiae	-0.00311360173628544
Midwest	Aphids	Melanaphis sacchari	-0.779896727383145
Midwest	Aphids	Metopolophium dirhodum	0.0814246529834372
Midwest	Aphids	Monellia caryella	0.307349806418765
Midwest	Aphids	Myzocallis spp.	-0.751833805442289
Midwest	Aphids	Myzus lythri	-0.763702820463396
Midwest	Aphids	Myzus persicae	0.241864598051291
Midwest	Aphids	Nearctaphis bakeri	-1.04300067036337
Midwest	Aphids	Nearctaphis crataegifoliae	1.08253028077033
Midwest	Aphids	Phorodon humuli	0.255180562565579
Midwest	Aphids	Prociphilus spp.	-0.476590458305053
Midwest	Aphids	Protaphis debilicornis	-0.524109127240898
Midwest	Aphids	Protaphis middletonii	-2.06688366024675
Midwest	Aphids	Pterocallis alnifoliae	0.461250517271528
Midwest	Aphids	Rhopalosiphoninus latysiphon	-4.37679511317743
Midwest	Aphids	Rhopalosiphoninus staphyleae	-1.03995870808872
Midwest	Aphids	Rhopalosiphum cerasifoliae	-1.32400739574073
Midwest	Aphids	Rhopalosiphum maidis	-1.87463610243629
Midwest	Aphids	Rhopalosiphum nymphaeae	0.420295324767808
Midwest	Aphids	Rhopalosiphum oxyacanthae	0.884605597888428
Midwest	Aphids	Rhopalosiphum padi	0.91301485828572
Midwest	Aphids	Rhopalosiphum rufiabdominale	0.24644886419195
Midwest	Aphids	Schizaphis graminum	0.721463133696455
Midwest	Aphids	Shivaphis celti	0.591428206540562
Midwest	Aphids	Sipha elegans	-0.0566057637490822
Midwest	Aphids	Sipha flava	-1.58190510780106
Midwest	Aphids	Sitobion avenae	0.619953627585157
Midwest	Aphids	Tetraneura spp.	-0.318491432396532
Midwest	Aphids	Therioaphis riehmi	-0.313637549354642
Midwest	Aphids	Therioaphis trifolii	-1.37295141599263
Midwest	Aphids	Thripsaphis spp.	-1.09548774570404
Midwest	Aphids	Tinocallis saltans	-1.46116521124717
Midwest	Aphids	Uroleucon taraxaci	-0.213569321769214
NorthTemperateLakes	BenthicMacroinvertebrates	ACARI	-3.79221077334144
NorthTemperateLakes	BenthicMacroinvertebrates	AESHA	-2.04344389856459
NorthTemperateLakes	BenthicMacroinvertebrates	AESHN	-1.38784457954383
NorthTemperateLakes	BenthicMacroinvertebrates	AGARO	-1.69207116814871
NorthTemperateLakes	BenthicMacroinvertebrates	AMNIC	0.357334202318009
NorthTemperateLakes	BenthicMacroinvertebrates	ANCYL	1.29886079665016
NorthTemperateLakes	BenthicMacroinvertebrates	ANNEL	-0.737039491236547
NorthTemperateLakes	BenthicMacroinvertebrates	ASELD	2.1175706060933
NorthTemperateLakes	BenthicMacroinvertebrates	ASELL	-1.35477869196836
NorthTemperateLakes	BenthicMacroinvertebrates	ATENE	-0.0589545601541583
NorthTemperateLakes	BenthicMacroinvertebrates	BAETI	0.081623802546575
NorthTemperateLakes	BenthicMacroinvertebrates	BASIA	0.889340914506506
NorthTemperateLakes	BenthicMacroinvertebrates	BASJAN	1.33948441527423
NorthTemperateLakes	BenthicMacroinvertebrates	BOYER	-0.364990136559993
NorthTemperateLakes	BenthicMacroinvertebrates	CAECI	-1.15674984527907
NorthTemperateLakes	BenthicMacroinvertebrates	CAENI	-1.5564110462261
NorthTemperateLakes	BenthicMacroinvertebrates	CALLI	1.34061634151983
NorthTemperateLakes	BenthicMacroinvertebrates	CENTROP	-0.0585878965721151
NorthTemperateLakes	BenthicMacroinvertebrates	CERAT	1.28975579961331
NorthTemperateLakes	BenthicMacroinvertebrates	CHEATO	1.40789101214036
NorthTemperateLakes	BenthicMacroinvertebrates	CHIRO	-1.53021465493225
NorthTemperateLakes	BenthicMacroinvertebrates	CHRIONI	2.03462271502934
NorthTemperateLakes	BenthicMacroinvertebrates	CLADO	2.20268521343422
NorthTemperateLakes	BenthicMacroinvertebrates	CO_LI	-0.484401558347472
NorthTemperateLakes	BenthicMacroinvertebrates	COENA	2.34480366921498
NorthTemperateLakes	BenthicMacroinvertebrates	COLEO	-0.787037152359307
NorthTemperateLakes	BenthicMacroinvertebrates	COLLE	-0.655792312373747
NorthTemperateLakes	BenthicMacroinvertebrates	COPEP	2.26748916271067
NorthTemperateLakes	BenthicMacroinvertebrates	CORDU	3.52498851725936
NorthTemperateLakes	BenthicMacroinvertebrates	CRANG	1.70935492827258
NorthTemperateLakes	BenthicMacroinvertebrates	DASYH	0.967033407999364
NorthTemperateLakes	BenthicMacroinvertebrates	DIAMES	-0.0585878965715537
NorthTemperateLakes	BenthicMacroinvertebrates	DIPTE	-1.86521974579221
NorthTemperateLakes	BenthicMacroinvertebrates	DROMO	-0.359407644465233
NorthTemperateLakes	BenthicMacroinvertebrates	DUBIR	-2.31711912762931
NorthTemperateLakes	BenthicMacroinvertebrates	DUBMIN	1.37077673985127
NorthTemperateLakes	BenthicMacroinvertebrates	DUBQUA	1.03940348311893
NorthTemperateLakes	BenthicMacroinvertebrates	DUBROB	0.896713295042981
NorthTemperateLakes	BenthicMacroinvertebrates	ELMID	-2.4657846342736
NorthTemperateLakes	BenthicMacroinvertebrates	EMPID	1.82089276813939
NorthTemperateLakes	BenthicMacroinvertebrates	ENAEBR	0.549030673249727
NorthTemperateLakes	BenthicMacroinvertebrates	ENALL	-1.18028059641414
NorthTemperateLakes	BenthicMacroinvertebrates	ENCHYT	1.03940348311893
NorthTemperateLakes	BenthicMacroinvertebrates	EPHED	-0.643368786970519
NorthTemperateLakes	BenthicMacroinvertebrates	EPHEM	0.282944022852603
NorthTemperateLakes	BenthicMacroinvertebrates	EPHRA	0.993020929605343
NorthTemperateLakes	BenthicMacroinvertebrates	EPITH	-1.81375485562237
NorthTemperateLakes	BenthicMacroinvertebrates	ERPPUN	-1.46435927473869
NorthTemperateLakes	BenthicMacroinvertebrates	EURYL	-1.34268795605384
NorthTemperateLakes	BenthicMacroinvertebrates	GASTR	-0.749249830083192
NorthTemperateLakes	BenthicMacroinvertebrates	GOMPH	1.82815812871657
NorthTemperateLakes	BenthicMacroinvertebrates	GOMPHUS	-0.710319809262935
NorthTemperateLakes	BenthicMacroinvertebrates	GYRAU	-1.63600389801277
NorthTemperateLakes	BenthicMacroinvertebrates	HAGBRE	1.00979519377774
NorthTemperateLakes	BenthicMacroinvertebrates	HAGEN	-1.55339107954946
NorthTemperateLakes	BenthicMacroinvertebrates	HALAC	2.61328766158371
NorthTemperateLakes	BenthicMacroinvertebrates	HELIC	-2.57661979385874
NorthTemperateLakes	BenthicMacroinvertebrates	HELIS	-0.855699754565587
NorthTemperateLakes	BenthicMacroinvertebrates	HEPTA	-1.20093043968355
NorthTemperateLakes	BenthicMacroinvertebrates	HIRUD	-0.0809507079605838
NorthTemperateLakes	BenthicMacroinvertebrates	HYALE	-1.93350976665804
NorthTemperateLakes	BenthicMacroinvertebrates	HYDRA	-0.451635877610622
NorthTemperateLakes	BenthicMacroinvertebrates	HYDRB	-1.68210883624278
NorthTemperateLakes	BenthicMacroinvertebrates	HYDRC	0.130867760627451
NorthTemperateLakes	BenthicMacroinvertebrates	HYDRO	-0.730645115937532
NorthTemperateLakes	BenthicMacroinvertebrates	HYDRP	-1.49470328247613
NorthTemperateLakes	BenthicMacroinvertebrates	ISOPO	0.238849123052693
NorthTemperateLakes	BenthicMacroinvertebrates	LEPBI	0.353661509742769
NorthTemperateLakes	BenthicMacroinvertebrates	LEPTO	-0.29915364749861
NorthTemperateLakes	BenthicMacroinvertebrates	LEPTP	1.73870971462702
NorthTemperateLakes	BenthicMacroinvertebrates	LEUCO	0.799497064425863
NorthTemperateLakes	BenthicMacroinvertebrates	LIBEL	-0.752564319727614
NorthTemperateLakes	BenthicMacroinvertebrates	LYMNA	-0.48010291011462
NorthTemperateLakes	BenthicMacroinvertebrates	MACRO	-0.700108322234215
NorthTemperateLakes	BenthicMacroinvertebrates	MOLGRA	1.29886079665016
NorthTemperateLakes	BenthicMacroinvertebrates	MYSTA	-1.23416929810244
NorthTemperateLakes	BenthicMacroinvertebrates	NAIDIN	1.2311931823553
NorthTemperateLakes	BenthicMacroinvertebrates	NECTO	-1.91832269811898
NorthTemperateLakes	BenthicMacroinvertebrates	NEMAT	0.660931781199565
NorthTemperateLakes	BenthicMacroinvertebrates	NEMER	-0.858181621532693
NorthTemperateLakes	BenthicMacroinvertebrates	OECET	-1.51824022176122
NorthTemperateLakes	BenthicMacroinvertebrates	OLIGO	-0.310037104008797
NorthTemperateLakes	BenthicMacroinvertebrates	ORBIT	-0.975834337003928
NorthTemperateLakes	BenthicMacroinvertebrates	ORCON	1.1092119960296
NorthTemperateLakes	BenthicMacroinvertebrates	ORTHOC	2.23438067552738
NorthTemperateLakes	BenthicMacroinvertebrates	OSTRA	-3.94725999644782
NorthTemperateLakes	BenthicMacroinvertebrates	OXYTH	-0.717907776896161
NorthTemperateLakes	BenthicMacroinvertebrates	PALPOM	0.720465726998433
NorthTemperateLakes	BenthicMacroinvertebrates	PARAL	-0.239520898466954
NorthTemperateLakes	BenthicMacroinvertebrates	PELEC	1.2416264555831
NorthTemperateLakes	BenthicMacroinvertebrates	PHRYA	-1.50777658113187
NorthTemperateLakes	BenthicMacroinvertebrates	PHYSA	-0.455884953120171
NorthTemperateLakes	BenthicMacroinvertebrates	PHYSI	2.28566394012098
NorthTemperateLakes	BenthicMacroinvertebrates	PISIDM	1.90294707862129
NorthTemperateLakes	BenthicMacroinvertebrates	PLANA	0.635877120115
NorthTemperateLakes	BenthicMacroinvertebrates	PLANO	4.05289553674802
NorthTemperateLakes	BenthicMacroinvertebrates	POLYC	-1.04539540242323
NorthTemperateLakes	BenthicMacroinvertebrates	POLYD	-0.271953292573388
NorthTemperateLakes	BenthicMacroinvertebrates	PROCL	1.25671233777367
NorthTemperateLakes	BenthicMacroinvertebrates	RIPPAR	0.806195118313015
NorthTemperateLakes	BenthicMacroinvertebrates	SIALI	-4.08195057885893
NorthTemperateLakes	BenthicMacroinvertebrates	SLAAPP	0.916010771912894
NorthTemperateLakes	BenthicMacroinvertebrates	STEFEM	0.466182356006836
NorthTemperateLakes	BenthicMacroinvertebrates	STENE	-3.04847612365176
NorthTemperateLakes	BenthicMacroinvertebrates	STENO	-0.533788360616712
NorthTemperateLakes	BenthicMacroinvertebrates	STYLAC	0.145780760229758
NorthTemperateLakes	BenthicMacroinvertebrates	SYMPE	-0.313876596974684
NorthTemperateLakes	BenthicMacroinvertebrates	TANYP	1.96291390774624
NorthTemperateLakes	BenthicMacroinvertebrates	TANYT	-0.654623245400845
NorthTemperateLakes	BenthicMacroinvertebrates	TIMPA	1.71973820512228
NorthTemperateLakes	BenthicMacroinvertebrates	TIPUL	1.60569346260986
NorthTemperateLakes	BenthicMacroinvertebrates	TRIAE	-1.24495324442675
NorthTemperateLakes	BenthicMacroinvertebrates	TRICH	1.65037235754636
NorthTemperateLakes	BenthicMacroinvertebrates	TRICLA	-2.11844831482576
NorthTemperateLakes	BenthicMacroinvertebrates	TRIPU	-2.37808160509764
NorthTemperateLakes	BenthicMacroinvertebrates	TUBIMMWO	1.20511787871308
NorthTemperateLakes	BenthicMacroinvertebrates	TURBL	1.08572878260953
NorthTemperateLakes	Crayfish1	Orconectes propinquus	1.29970977073339
NorthTemperateLakes	Crayfish1	Orconectes rusticus	1.04056458850628
NorthTemperateLakes	Crayfish1	Orconectes virilis	-0.941692863892864
NorthTemperateLakes	Crayfish2	Orconectes rusticus	-2.56525755092403
NorthTemperateLakes	Crayfish2	Orconectes virilis	2.40089041852454
NorthTemperateLakes	PelagicMacroinvertebrates	BYTHOTREPHES	2.231193021985
NorthTemperateLakes	PelagicMacroinvertebrates	CHAOBORUS LARVAE	-0.339592803308214
NorthTemperateLakes	PelagicMacroinvertebrates	CHAOBORUS PUPAE	1.59760854530064
NorthTemperateLakes	PelagicMacroinvertebrates	LEPTODORA	0.0844782121157458
NorthTemperateLakes	PelagicMacroinvertebrates	MYSIS	0.668234315456139
Phoenix	pitfall1	(Anisotarsus) Notiobia	-0.623990746056947
Phoenix	pitfall1	Acari	-2.93486500052539
Phoenix	pitfall1	Aceratagallia	-1.27801910114759
Phoenix	pitfall1	Aconobius	0.334180533957723
Phoenix	pitfall1	Acrididae	-0.739240816995244
Phoenix	pitfall1	Aeolothripidae	0.859598056911215
Phoenix	pitfall1	Agonum	2.51022725446546
Phoenix	pitfall1	Agroeca	2.55852945559624
Phoenix	pitfall1	Alconeura	-1.13607755519604
Phoenix	pitfall1	Aleochara	0.582446698031739
Phoenix	pitfall1	Aleyrodidae	-2.84525194630478
Phoenix	pitfall1	Allocosa	-0.77328201161275
Phoenix	pitfall1	Alopecosa	0.543439652022535
Phoenix	pitfall1	Amara	1.06404489938252
Phoenix	pitfall1	Andrenidae	-2.21091904430076
Phoenix	pitfall1	Anepsius	-2.68645080152177
Phoenix	pitfall1	Anthicidae	-2.43074198341521
Phoenix	pitfall1	Anthicus	0.444841676036573
Phoenix	pitfall1	Anthocoridae	1.18652844593438
Phoenix	pitfall1	Anthomyiidae	-0.116436074633842
Phoenix	pitfall1	Anystidae	-2.71204166673847
Phoenix	pitfall1	Anystoidea	-0.8556976919109
Phoenix	pitfall1	Aphaenogaster	0.690837295324457
Phoenix	pitfall1	Aphididae	-2.20870442655787
Phoenix	pitfall1	Aphodius	-0.840430232855626
Phoenix	pitfall1	Apis	-0.585950291893956
Phoenix	pitfall1	Apis mellifera	-1.24818295829762
Phoenix	pitfall1	Apocellus	1.57139693988982
Phoenix	pitfall1	Araeoschizus	1.50507892123804
Phoenix	pitfall1	Araneida	-1.25704801640116
Phoenix	pitfall1	Araneidae	-1.78323138727792
Phoenix	pitfall1	Arctosa	0.796910581667375
Phoenix	pitfall1	Arenivaga	1.16929351322734
Phoenix	pitfall1	Argidae	-2.48324513127001
Phoenix	pitfall1	Argoporis	1.22128210529485
Phoenix	pitfall1	Argoporis bicolor	0.0862313394089324
Phoenix	pitfall1	Asbolus	1.29292264251684
Phoenix	pitfall1	Asidina parallela	-0.16688358260559
Phoenix	pitfall1	Asilidae	2.42850395872538
Phoenix	pitfall1	Ataenius	-1.86585959838785
Phoenix	pitfall1	Athysanella	2.79591134937723
Phoenix	pitfall1	Aufeius	0.984828530636265
Phoenix	pitfall1	Baetidae	2.03677543339031
Phoenix	pitfall1	Batuliodes	-1.56674774867043
Phoenix	pitfall1	Bdellidae	2.33676070800705
Phoenix	pitfall1	Bembidion	1.38601504375402
Phoenix	pitfall1	Bethylidae	-0.207753512747227
Phoenix	pitfall1	Blapstinus	4.81233047391559
Phoenix	pitfall1	Blattaria	-0.798570876460414
Phoenix	pitfall1	Blattidae	-2.93090642668937
Phoenix	pitfall1	Bombyliidae	-4.00917006743877
Phoenix	pitfall1	Brachymyrmex	6.09362652057795
Phoenix	pitfall1	Brachymyrmex patagonicus	0.636569002295178
Phoenix	pitfall1	Braconidae	2.19173786939402
Phoenix	pitfall1	Bruchidae	-0.193382226459337
Phoenix	pitfall1	Caeculidae	-1.90059414749592
Phoenix	pitfall1	Calliphoridae	2.20047945929506
Phoenix	pitfall1	Camponotus	0.934109600839423
Phoenix	pitfall1	Caponiidae	-0.721954456236574
Phoenix	pitfall1	Carabidae	-2.69276278009077
Phoenix	pitfall1	Cardiocondyla	-1.4777879097865
Phoenix	pitfall1	Carneocephala	2.53325099912621
Phoenix	pitfall1	Cecidomyiidae	0.987530227394395
Phoenix	pitfall1	Ceraphronidae	0.424730118586218
Phoenix	pitfall1	Ceraticelus	2.12534201270797
Phoenix	pitfall1	Ceratocapsus	-2.22252764533638
Phoenix	pitfall1	Ceratopogonidae	1.07123540144884
Phoenix	pitfall1	Chaetocnema	7.74886139370264
Phoenix	pitfall1	Chalcidoidea	-2.1998120909893
Phoenix	pitfall1	Charhyphus	0.812808861928521
Phoenix	pitfall1	Chilopoda	-2.15486997646167
Phoenix	pitfall1	Chironomidae	6.82580818946481
Phoenix	pitfall1	Chloropidae	1.43697136738734
Phoenix	pitfall1	Chrysididae	2.74848948044837
Phoenix	pitfall1	Chrysomelidae	-0.657461427482331
Phoenix	pitfall1	Chrysopidae	-3.7116910534941
Phoenix	pitfall1	Cicadellidae	-3.35109753738463
Phoenix	pitfall1	Cicindela (Cicindelidia) nigrocoerulea	-0.955511418185077
Phoenix	pitfall1	Cixiidae	2.4981038615129
Phoenix	pitfall1	Clubionidae	-1.07383507397654
Phoenix	pitfall1	Cnemodus	0.153441340084918
Phoenix	pitfall1	Coccidophilus	0.119639665241251
Phoenix	pitfall1	Coccinella	1.99707260144457
Phoenix	pitfall1	Coccinellidae	-1.92007945214691
Phoenix	pitfall1	Coccoidea	-0.225959829043982
Phoenix	pitfall1	Coleoptera	-0.835185279979011
Phoenix	pitfall1	Collembola	-2.87515044703202
Phoenix	pitfall1	Collops	1.55656066545827
Phoenix	pitfall1	Conoderus	-0.0148550352976954
Phoenix	pitfall1	Cononotus	-0.587296566380835
Phoenix	pitfall1	Coproporus	2.47666135102601
Phoenix	pitfall1	Corylophidae	-1.73186032492852
Phoenix	pitfall1	Corythaica	1.52118351403949
Phoenix	pitfall1	Corythucha	1.50640457881582
Phoenix	pitfall1	Crematogaster	-0.44009352533823
Phoenix	pitfall1	Cryptoglossa	1.72268176892419
Phoenix	pitfall1	Cryptoglossa muricatus	1.98931948670022
Phoenix	pitfall1	Crytophagus	2.54607307190436
Phoenix	pitfall1	Ctenisis	-0.505385838577682
Phoenix	pitfall1	Cucujidae	-2.55905408975445
Phoenix	pitfall1	Culicidae	1.6153138813365
Phoenix	pitfall1	Curculionidae	0.343074825192601
Phoenix	pitfall1	Cyclocephala	1.76850800524321
Phoenix	pitfall1	Cydnidae	-2.46344528854066
Phoenix	pitfall1	Cyphomyrmex	1.19201680307776
Phoenix	pitfall1	Cyphophthalmi	1.84224474425029
Phoenix	pitfall1	Delphacidae	-1.19909531261744
Phoenix	pitfall1	Deltocephalus	2.07632190076291
Phoenix	pitfall1	Dermaptera	-1.05312235956737
Phoenix	pitfall1	Dermestidae	0.978256965608941
Phoenix	pitfall1	Derobrachus	-1.73572336754846
Phoenix	pitfall1	Diapriidae	0.69207991297582
Phoenix	pitfall1	Dictyna	0.391290044090886
Phoenix	pitfall1	Dictynidae	-1.76020071129619
Phoenix	pitfall1	Diptera	-2.24932800327828
Phoenix	pitfall1	Dolichopodidae	0.261858939011062
Phoenix	pitfall1	Dorymyrmex	-1.17151858954428
Phoenix	pitfall1	Dorymyrmex bicolor	-0.527477727936146
Phoenix	pitfall1	Dorymyrmex insanus	0.530347477360425
Phoenix	pitfall1	Drapetis	-1.97657893139218
Phoenix	pitfall1	Drassyllus	1.34308119583387
Phoenix	pitfall1	Dryinidae	-0.144857795453361
Phoenix	pitfall1	Elateridae	-1.87376893783663
Phoenix	pitfall1	Eleodes	0.286397913056872
Phoenix	pitfall1	Eleodes armatus	2.12832811553055
Phoenix	pitfall1	Eleodes omissa	-0.285332198264431
