LTER.site	Species.code	Year	Abundance	Method	Dataset
HarvardForest	Dermacentor variabilis	2015	0.00814840499306519	NA	Ticks
HarvardForest	Ixodes scapularis	2015	0.00156033287101248	NA	Ticks
HarvardForest	Dermacentor variabilis	2016	0.00484864810262972	NA	Ticks
HarvardForest	Ixodes scapularis	2016	0.00121216202565743	NA	Ticks
HarvardForest	Dermacentor variabilis	2017	0.0271542081308339	NA	Ticks
HarvardForest	Ixodes scapularis	2017	0.00401141711023683	NA	Ticks
HarvardForest	Dermacentor variabilis	2018	0.015793363839093	NA	Ticks
HarvardForest	Ixodes scapularis	2018	0.00379040732138232	NA	Ticks
HarvardForest	Dermacentor variabilis	2019	0.0486461679669573	NA	Ticks
HarvardForest	Ixodes scapularis	2019	0.00550711335474988	NA	Ticks
HubbardBrook	3	1986	19	NA	Lep1
HubbardBrook	3	1987	24	NA	Lep1
HubbardBrook	3	1988	59	NA	Lep1
HubbardBrook	3	1989	30	NA	Lep1
HubbardBrook	3	1990	24	NA	Lep1
HubbardBrook	3	1991	37	NA	Lep1
HubbardBrook	3	1992	11	NA	Lep1
HubbardBrook	3	1993	8	NA	Lep1
HubbardBrook	3	1994	21	NA	Lep1
HubbardBrook	3	1995	22	NA	Lep1
HubbardBrook	3	1996	15	NA	Lep1
HubbardBrook	3	1997	7	NA	Lep1
HubbardBrook	3	1998	5	NA	Lep1
HubbardBrook	3	1999	9	NA	Lep1
HubbardBrook	3	2000	5	NA	Lep1
HubbardBrook	3	2001	4	NA	Lep1
HubbardBrook	3	2002	11	NA	Lep1
HubbardBrook	3	2003	74	NA	Lep1
HubbardBrook	3	2004	125	NA	Lep1
HubbardBrook	3	2005	28	NA	Lep1
HubbardBrook	3	2006	9	NA	Lep1
HubbardBrook	3	2007	6	NA	Lep1
HubbardBrook	3	2008	3	NA	Lep1
HubbardBrook	3	2009	13	NA	Lep1
HubbardBrook	3	2010	14	NA	Lep1
HubbardBrook	3	2011	11	NA	Lep1
HubbardBrook	3	2012	10	NA	Lep1
HubbardBrook	3	2013	11	NA	Lep1
HubbardBrook	3	2014	13	NA	Lep1
HubbardBrook	3	2015	6	NA	Lep1
HubbardBrook	3	2016	3	NA	Lep1
HubbardBrook	3	2017	1	NA	Lep1
HubbardBrook	3	2018	22	NA	Lep1
HubbardBrook	2	1986	32	NA	Lep1
HubbardBrook	2	1987	35	NA	Lep1
HubbardBrook	2	1988	41	NA	Lep1
HubbardBrook	2	1989	63	NA	Lep1
HubbardBrook	2	1990	38	NA	Lep1
HubbardBrook	2	1991	203	NA	Lep1
HubbardBrook	2	1992	175	NA	Lep1
HubbardBrook	2	1993	92	NA	Lep1
HubbardBrook	2	1994	127	NA	Lep1
HubbardBrook	2	1995	100	NA	Lep1
HubbardBrook	2	1996	36	NA	Lep1
HubbardBrook	2	1997	84	NA	Lep1
HubbardBrook	2	1998	49	NA	Lep1
HubbardBrook	2	1999	203	NA	Lep1
HubbardBrook	2	2000	198	NA	Lep1
HubbardBrook	2	2001	10	NA	Lep1
HubbardBrook	2	2002	29	NA	Lep1
HubbardBrook	2	2003	267	NA	Lep1
HubbardBrook	2	2004	217	NA	Lep1
HubbardBrook	2	2005	49	NA	Lep1
HubbardBrook	2	2006	29	NA	Lep1
HubbardBrook	2	2007	87	NA	Lep1
HubbardBrook	2	2008	83	NA	Lep1
HubbardBrook	2	2009	34	NA	Lep1
HubbardBrook	2	2010	20	NA	Lep1
HubbardBrook	2	2011	20	NA	Lep1
HubbardBrook	2	2012	75	NA	Lep1
HubbardBrook	2	2013	22	NA	Lep1
HubbardBrook	2	2014	28	NA	Lep1
HubbardBrook	2	2015	20	NA	Lep1
HubbardBrook	2	2016	15	NA	Lep1
HubbardBrook	2	2017	18	NA	Lep1
HubbardBrook	2	2018	21	NA	Lep1
HubbardBrook	6	1986	9	NA	Lep1
HubbardBrook	6	1987	3	NA	Lep1
HubbardBrook	6	1988	3	NA	Lep1
HubbardBrook	6	1989	1	NA	Lep1
HubbardBrook	6	1990	10	NA	Lep1
HubbardBrook	6	1992	2	NA	Lep1
HubbardBrook	6	1995	14	NA	Lep1
HubbardBrook	6	1997	14	NA	Lep1
HubbardBrook	6	1999	6	NA	Lep1
HubbardBrook	6	2000	19	NA	Lep1
HubbardBrook	6	2003	20	NA	Lep1
HubbardBrook	6	2004	25	NA	Lep1
HubbardBrook	6	2005	11	NA	Lep1
HubbardBrook	6	2006	4	NA	Lep1
HubbardBrook	6	2007	7	NA	Lep1
HubbardBrook	6	2008	12	NA	Lep1
HubbardBrook	6	2010	1	NA	Lep1
HubbardBrook	6	2011	4	NA	Lep1
HubbardBrook	6	2012	8	NA	Lep1
HubbardBrook	6	2013	13	NA	Lep1
HubbardBrook	6	2014	16	NA	Lep1
HubbardBrook	6	2015	2	NA	Lep1
HubbardBrook	6	2016	3	NA	Lep1
HubbardBrook	4	1986	11	NA	Lep1
HubbardBrook	4	1987	8	NA	Lep1
HubbardBrook	4	1988	19	NA	Lep1
HubbardBrook	4	1989	23	NA	Lep1
HubbardBrook	4	1990	2	NA	Lep1
HubbardBrook	4	1991	3	NA	Lep1
HubbardBrook	4	1994	1	NA	Lep1
HubbardBrook	4	1995	2	NA	Lep1
HubbardBrook	4	1996	4	NA	Lep1
HubbardBrook	4	1997	20	NA	Lep1
HubbardBrook	4	1998	2	NA	Lep1
HubbardBrook	4	1999	3	NA	Lep1
HubbardBrook	4	2000	2	NA	Lep1
HubbardBrook	4	2001	1	NA	Lep1
HubbardBrook	4	2003	1	NA	Lep1
HubbardBrook	4	2004	3	NA	Lep1
HubbardBrook	4	2005	2	NA	Lep1
HubbardBrook	4	2006	2	NA	Lep1
HubbardBrook	4	2007	11	NA	Lep1
HubbardBrook	4	2008	3	NA	Lep1
HubbardBrook	4	2009	1	NA	Lep1
HubbardBrook	4	2012	2	NA	Lep1
HubbardBrook	4	2013	31	NA	Lep1
HubbardBrook	4	2014	51	NA	Lep1
HubbardBrook	5	1986	3	NA	Lep1
HubbardBrook	5	1987	11	NA	Lep1
HubbardBrook	5	1988	9	NA	Lep1
HubbardBrook	5	1989	16	NA	Lep1
HubbardBrook	5	1990	1	NA	Lep1
HubbardBrook	5	1991	25	NA	Lep1
HubbardBrook	5	1992	1	NA	Lep1
HubbardBrook	5	1995	9	NA	Lep1
HubbardBrook	5	1997	4	NA	Lep1
HubbardBrook	5	1999	3	NA	Lep1
HubbardBrook	5	2000	1	NA	Lep1
HubbardBrook	5	2001	2	NA	Lep1
HubbardBrook	5	2003	1	NA	Lep1
HubbardBrook	5	2004	3	NA	Lep1
HubbardBrook	5	2005	1	NA	Lep1
HubbardBrook	5	2010	4	NA	Lep1
HubbardBrook	5	2015	1	NA	Lep1
HubbardBrook	3	1986	0.149779735682819	NA	Lep2
HubbardBrook	3	1987	0.3515625	NA	Lep2
HubbardBrook	3	1988	0.415841584158416	NA	Lep2
HubbardBrook	3	1989	0.40650406504065	NA	Lep2
HubbardBrook	3	1990	0.288617886178862	NA	Lep2
HubbardBrook	3	1991	0.193321616871705	NA	Lep2
HubbardBrook	3	1992	0.0533596837944664	NA	Lep2
HubbardBrook	3	1993	0.188976377952756	NA	Lep2
HubbardBrook	3	1994	0.121265377855888	NA	Lep2
HubbardBrook	3	1995	0.190231362467866	NA	Lep2
HubbardBrook	2	1986	0.392070484581498	NA	Lep2
HubbardBrook	2	1987	0.4140625	NA	Lep2
HubbardBrook	2	1988	0.343234323432343	NA	Lep2
HubbardBrook	2	1989	0.321138211382114	NA	Lep2
HubbardBrook	2	1990	0.508130081300813	NA	Lep2
HubbardBrook	2	1991	0.727592267135325	NA	Lep2
HubbardBrook	2	1992	0.895256916996047	NA	Lep2
HubbardBrook	2	1993	0.791338582677165	NA	Lep2
HubbardBrook	2	1994	1.09490333919156	NA	Lep2
HubbardBrook	2	1995	0.652956298200514	NA	Lep2
HubbardBrook	6	1986	0.101321585903084	NA	Lep2
HubbardBrook	6	1987	0.02734375	NA	Lep2
HubbardBrook	6	1988	0.0495049504950495	NA	Lep2
HubbardBrook	6	1989	0.0304878048780488	NA	Lep2
HubbardBrook	6	1990	0.0447154471544715	NA	Lep2
HubbardBrook	6	1991	0.0193321616871705	NA	Lep2
HubbardBrook	6	1992	0.00790513833992095	NA	Lep2
HubbardBrook	6	1993	0.0078740157480315	NA	Lep2
HubbardBrook	6	1994	0.0175746924428823	NA	Lep2
HubbardBrook	6	1995	0.0976863753213368	NA	Lep2
HubbardBrook	4	1986	0.123348017621145	NA	Lep2
HubbardBrook	4	1987	0.125	NA	Lep2
HubbardBrook	4	1988	0.151815181518152	NA	Lep2
HubbardBrook	4	1989	0.132113821138211	NA	Lep2
HubbardBrook	4	1990	0.0934959349593496	NA	Lep2
HubbardBrook	4	1991	0.0632688927943761	NA	Lep2
HubbardBrook	4	1992	0.0118577075098814	NA	Lep2
HubbardBrook	4	1993	0.00393700787401575	NA	Lep2
HubbardBrook	4	1994	0.00351493848857645	NA	Lep2
HubbardBrook	4	1995	0.0282776349614396	NA	Lep2
HubbardBrook	5	1986	0.237885462555066	NA	Lep2
HubbardBrook	5	1987	0.11328125	NA	Lep2
HubbardBrook	5	1988	0.0462046204620462	NA	Lep2
HubbardBrook	5	1989	0.113821138211382	NA	Lep2
HubbardBrook	5	1990	0.0650406504065041	NA	Lep2
HubbardBrook	5	1991	0.103690685413005	NA	Lep2
HubbardBrook	5	1992	0.0355731225296443	NA	Lep2
HubbardBrook	5	1993	0.0275590551181102	NA	Lep2
HubbardBrook	5	1994	0.00175746924428822	NA	Lep2
HubbardBrook	5	1995	0.0359897172236504	NA	Lep2
KonzaPrairie	ceanothus	1988	0.360833333333333	NA	GallInsects
KonzaPrairie	ceanothus	1989	0.337538461538462	NA	GallInsects
KonzaPrairie	ceanothus	1990	0.0269230769230769	NA	GallInsects
KonzaPrairie	ceanothus	1991	0.0331111111111111	NA	GallInsects
KonzaPrairie	ceanothus	1993	0.142846080349784	NA	GallInsects
KonzaPrairie	ceanothus	1995	0.0852306211958468	NA	GallInsects
KonzaPrairie	ceanothus	1996	0.0593125	NA	GallInsects
KonzaPrairie	solidago	1988	0.0618333333333333	NA	GallInsects
KonzaPrairie	solidago	1989	0.034484126984127	NA	GallInsects
KonzaPrairie	solidago	1990	0.060792685925789	NA	GallInsects
KonzaPrairie	solidago	1991	0.0672773010927857	NA	GallInsects
KonzaPrairie	solidago	1993	0.0726750351051471	NA	GallInsects
KonzaPrairie	solidago	1995	0.0680657558762776	NA	GallInsects
KonzaPrairie	solidago	1996	0.0588955523971297	NA	GallInsects
KonzaPrairie	vernonia	1988	0.194166666666667	NA	GallInsects
KonzaPrairie	vernonia	1989	0.104166666666667	NA	GallInsects
KonzaPrairie	vernonia	1990	0.110512820512821	NA	GallInsects
KonzaPrairie	vernonia	1991	0.13304347826087	NA	GallInsects
KonzaPrairie	vernonia	1995	0.171215284892875	NA	GallInsects
KonzaPrairie	Arphia spp.	1996	3	NA	Grasshoppers
KonzaPrairie	Boopedon auriventris	1996	1	NA	Grasshoppers
KonzaPrairie	Campylacantha olivacea	1996	1.5	NA	Grasshoppers
KonzaPrairie	Chrotophag viridifas	1996	1	NA	Grasshoppers
KonzaPrairie	Hesperotettix speciosus	1996	8	NA	Grasshoppers
KonzaPrairie	Hypochlora alba	1996	7.18181818181818	NA	Grasshoppers
KonzaPrairie	Melanoplus bivittatus	1996	1.6	NA	Grasshoppers
KonzaPrairie	Melanoplus confusus	1996	5.90909090909091	NA	Grasshoppers
KonzaPrairie	Melanoplus femurrubrum	1996	12.4375	NA	Grasshoppers
KonzaPrairie	Melanoplus keeleri	1996	2.8	NA	Grasshoppers
KonzaPrairie	Melanoplus packardii	1996	1	NA	Grasshoppers
KonzaPrairie	Melanoplus sanguinipes	1996	2.4	NA	Grasshoppers
KonzaPrairie	Melanoplus scudderi	1996	1.5	NA	Grasshoppers
KonzaPrairie	Melanoplus spp.	1996	3	NA	Grasshoppers
KonzaPrairie	Mermiria bivittata	1996	1.16666666666667	NA	Grasshoppers
KonzaPrairie	Mermiria picta	1996	1.25	NA	Grasshoppers
KonzaPrairie	Orphulella speciosa	1996	23.6666666666667	NA	Grasshoppers
KonzaPrairie	Phoetaliotes nebrascensis	1996	27.5555555555556	NA	Grasshoppers
KonzaPrairie	Schistocerca lineata	1996	1	NA	Grasshoppers
KonzaPrairie	Arphia spp.	1997	2.46153846153846	NA	Grasshoppers
KonzaPrairie	Boopedon auriventris	1997	1	NA	Grasshoppers
KonzaPrairie	Campylacantha olivacea	1997	6.27586206896552	NA	Grasshoppers
KonzaPrairie	Eritettix simplex	1997	6.16666666666667	NA	Grasshoppers
KonzaPrairie	Hesperotettix speciosus	1997	6.17391304347826	NA	Grasshoppers
KonzaPrairie	Hesperotettix spp.	1997	1	NA	Grasshoppers
KonzaPrairie	Hypochlora alba	1997	5.34782608695652	NA	Grasshoppers
KonzaPrairie	Melanoplus bivittatus	1997	3.68	NA	Grasshoppers
KonzaPrairie	Melanoplus confusus	1997	1	NA	Grasshoppers
KonzaPrairie	Melanoplus differentialis	1997	1	NA	Grasshoppers
KonzaPrairie	Melanoplus femurrubrum	1997	8.71428571428571	NA	Grasshoppers
KonzaPrairie	Melanoplus keeleri	1997	6	NA	Grasshoppers
KonzaPrairie	Melanoplus sanguinipes	1997	1	NA	Grasshoppers
KonzaPrairie	Melanoplus scudderi	1997	2	NA	Grasshoppers
KonzaPrairie	Melanoplus spp.	1997	1	NA	Grasshoppers
KonzaPrairie	Mermiria bivittata	1997	2	NA	Grasshoppers
KonzaPrairie	Mermiria picta	1997	3.5	NA	Grasshoppers
KonzaPrairie	Orphulella speciosa	1997	54.0689655172414	NA	Grasshoppers
KonzaPrairie	Phoetaliotes nebrascensis	1997	42.09375	NA	Grasshoppers
KonzaPrairie	Syrbula admirabilis	1997	31.0357142857143	NA	Grasshoppers
KonzaPrairie	Ageneotettix deorum	1998	12.2	NA	Grasshoppers
KonzaPrairie	Arphia simplex	1998	3	NA	Grasshoppers
KonzaPrairie	Arphia spp.	1998	1.55555555555556	NA	Grasshoppers
KonzaPrairie	Arphia xanthoptera	1998	2	NA	Grasshoppers
KonzaPrairie	Boopedon auriventris	1998	1.5	NA	Grasshoppers
KonzaPrairie	Campylacantha olivacea	1998	5.19047619047619	NA	Grasshoppers
KonzaPrairie	Eritettix simplex	1998	1.33333333333333	NA	Grasshoppers
KonzaPrairie	Hesperotettix speciosus	1998	5.20689655172414	NA	Grasshoppers
KonzaPrairie	Hesperotettix spp.	1998	1	NA	Grasshoppers
KonzaPrairie	Hesperotettix viridis	1998	1	NA	Grasshoppers
KonzaPrairie	Hypochlora alba	1998	7.47826086956522	NA	Grasshoppers
KonzaPrairie	Melanoplus bivittatus	1998	3.72	NA	Grasshoppers
KonzaPrairie	Melanoplus confusus	1998	2	NA	Grasshoppers
KonzaPrairie	Melanoplus differentialis	1998	1	NA	Grasshoppers
KonzaPrairie	Melanoplus femurrubrum	1998	5.53571428571429	NA	Grasshoppers
KonzaPrairie	Melanoplus keeleri	1998	6.25925925925926	NA	Grasshoppers
KonzaPrairie	Melanoplus sanguinipes	1998	1.33333333333333	NA	Grasshoppers
KonzaPrairie	Melanoplus scudderi	1998	1	NA	Grasshoppers
KonzaPrairie	Melanoplus spp.	1998	4.11111111111111	NA	Grasshoppers
KonzaPrairie	Mermiria bivittata	1998	2.11111111111111	NA	Grasshoppers
KonzaPrairie	Mermiria picta	1998	2.08333333333333	NA	Grasshoppers
KonzaPrairie	Mermiria spp.	1998	1	NA	Grasshoppers
KonzaPrairie	Orphulella speciosa	1998	52.46875	NA	Grasshoppers
KonzaPrairie	Phoetaliotes nebrascensis	1998	36.96875	NA	Grasshoppers
KonzaPrairie	Pseudopoma brachypte	1998	1	NA	Grasshoppers
KonzaPrairie	Syrbula admirabilis	1998	7.2	NA	Grasshoppers
KonzaPrairie	Arphia xanthoptera	1999	1	NA	Grasshoppers
KonzaPrairie	Boopedon gracile	1999	1	NA	Grasshoppers
KonzaPrairie	Campylacantha olivacea	1999	4.95238095238095	NA	Grasshoppers
KonzaPrairie	Chrotophag viridifas	1999	1	NA	Grasshoppers
KonzaPrairie	Eritettix simplex	1999	2	NA	Grasshoppers
KonzaPrairie	Hesperotettix speciosus	1999	1	NA	Grasshoppers
KonzaPrairie	Hesperotettix viridis	1999	1.5	NA	Grasshoppers
KonzaPrairie	Hypochlora alba	1999	2.75	NA	Grasshoppers
KonzaPrairie	Melanoplus bivittatus	1999	1	NA	Grasshoppers
KonzaPrairie	Melanoplus confusus	1999	1	NA	Grasshoppers
KonzaPrairie	Melanoplus femurrubrum	1999	3.42857142857143	NA	Grasshoppers
KonzaPrairie	Melanoplus keeleri	1999	5.38461538461539	NA	Grasshoppers
KonzaPrairie	Melanoplus packardii	1999	1	NA	Grasshoppers
KonzaPrairie	Melanoplus sanguinipes	1999	1	NA	Grasshoppers
KonzaPrairie	Melanoplus scudderi	1999	3.09090909090909	NA	Grasshoppers
KonzaPrairie	Mermiria bivittata	1999	1.72727272727273	NA	Grasshoppers
KonzaPrairie	Mermiria picta	1999	1.6	NA	Grasshoppers
KonzaPrairie	Mermiria spp.	1999	1	NA	Grasshoppers
KonzaPrairie	Opeia obscura	1999	1	NA	Grasshoppers
KonzaPrairie	Orphulella speciosa	1999	24	NA	Grasshoppers
KonzaPrairie	Phoetaliotes nebrascensis	1999	11.5625	NA	Grasshoppers
KonzaPrairie	Pseudopoma brachypte	1999	1	NA	Grasshoppers
KonzaPrairie	Syrbula admirabilis	1999	1	NA	Grasshoppers
KonzaPrairie	Ageneotettix deorum	2000	1.33333333333333	NA	Grasshoppers
KonzaPrairie	Arphia xanthoptera	2000	1	NA	Grasshoppers
KonzaPrairie	Boopedon auriventris	2000	1	NA	Grasshoppers
KonzaPrairie	Boopedon gracile	2000	1.66666666666667	NA	Grasshoppers
KonzaPrairie	Campylacantha olivacea	2000	6.55555555555556	NA	Grasshoppers
KonzaPrairie	Chrotophag viridifas	2000	1	NA	Grasshoppers
KonzaPrairie	Eritettix simplex	2000	1	NA	Grasshoppers
KonzaPrairie	Hadrotettix trifasciatus	2000	1	NA	Grasshoppers
KonzaPrairie	Hesperotettix speciosus	2000	2	NA	Grasshoppers
KonzaPrairie	Hesperotettix viridis	2000	1.33333333333333	NA	Grasshoppers
KonzaPrairie	Hypochlora alba	2000	2.4	NA	Grasshoppers
KonzaPrairie	Melanoplus bivittatus	2000	1.25	NA	Grasshoppers
KonzaPrairie	Melanoplus confusus	2000	1	NA	Grasshoppers
KonzaPrairie	Melanoplus femurrubrum	2000	2.52380952380952	NA	Grasshoppers
KonzaPrairie	Melanoplus keeleri	2000	5.16666666666667	NA	Grasshoppers
KonzaPrairie	Melanoplus packardii	2000	1	NA	Grasshoppers
KonzaPrairie	Melanoplus sanguinipes	2000	3	NA	Grasshoppers
KonzaPrairie	Melanoplus scudderi	2000	2.45454545454545	NA	Grasshoppers
KonzaPrairie	Mermiria bivittata	2000	1.4	NA	Grasshoppers
KonzaPrairie	Mermiria picta	2000	1.14285714285714	NA	Grasshoppers
KonzaPrairie	Opeia obscura	2000	1	NA	Grasshoppers
KonzaPrairie	Orphulella speciosa	2000	19.625	NA	Grasshoppers
KonzaPrairie	Phoetaliotes nebrascensis	2000	30.5	NA	Grasshoppers
KonzaPrairie	Pseudopoma brachypte	2000	1	NA	Grasshoppers
KonzaPrairie	Schistocerca lineata	2000	1	NA	Grasshoppers
KonzaPrairie	Syrbula admirabilis	2000	1	NA	Grasshoppers
KonzaPrairie	Arphia simplex	2001	1	NA	Grasshoppers
KonzaPrairie	Arphia xanthoptera	2001	1	NA	Grasshoppers
KonzaPrairie	Boopedon gracile	2001	1	NA	Grasshoppers
KonzaPrairie	Campylacantha olivacea	2001	2.84210526315789	NA	Grasshoppers
KonzaPrairie	Chrotophag viridifas	2001	1	NA	Grasshoppers
KonzaPrairie	Hadrotettix trifasciatus	2001	1	NA	Grasshoppers
KonzaPrairie	Hesperotettix speciosus	2001	1.25	NA	Grasshoppers
KonzaPrairie	Hesperotettix spp.	2001	4	NA	Grasshoppers
KonzaPrairie	Hesperotettix viridis	2001	1.33333333333333	NA	Grasshoppers
KonzaPrairie	Hypochlora alba	2001	1.4	NA	Grasshoppers
KonzaPrairie	Melanoplus bivittatus	2001	1.18181818181818	NA	Grasshoppers
KonzaPrairie	Melanoplus confusus	2001	1.33333333333333	NA	Grasshoppers
KonzaPrairie	Melanoplus femurrubrum	2001	2	NA	Grasshoppers
KonzaPrairie	Melanoplus keeleri	2001	3.95652173913043	NA	Grasshoppers
KonzaPrairie	Melanoplus packardii	2001	1	NA	Grasshoppers
KonzaPrairie	Melanoplus sanguinipes	2001	1	NA	Grasshoppers
KonzaPrairie	Melanoplus scudderi	2001	2.13333333333333	NA	Grasshoppers
KonzaPrairie	Melanoplus spp.	2001	1	NA	Grasshoppers
KonzaPrairie	Mermiria bivittata	2001	2.09090909090909	NA	Grasshoppers
KonzaPrairie	Mermiria picta	2001	1.81818181818182	NA	Grasshoppers
KonzaPrairie	Opeia obscura	2001	1.5	NA	Grasshoppers
KonzaPrairie	Orphulella speciosa	2001	15.0344827586207	NA	Grasshoppers
KonzaPrairie	Paratylotr brunneri	2001	1	NA	Grasshoppers
KonzaPrairie	Pardalopho apiculata	2001	1	NA	Grasshoppers
KonzaPrairie	Phoetaliotes nebrascensis	2001	20.5625	NA	Grasshoppers
KonzaPrairie	Pseudopoma brachypte	2001	2.5	NA	Grasshoppers
KonzaPrairie	Syrbula admirabilis	2001	1.33333333333333	NA	Grasshoppers
KonzaPrairie	Ageneotettix deorum	2002	6.45833333333333	NA	Grasshoppers
KonzaPrairie	Arphia conspersa	2002	1.11111111111111	NA	Grasshoppers
KonzaPrairie	Arphia simplex	2002	1.55555555555556	NA	Grasshoppers
KonzaPrairie	Arphia spp.	2002	4	NA	Grasshoppers
KonzaPrairie	Arphia xanthoptera	2002	1.28571428571429	NA	Grasshoppers
KonzaPrairie	Boopedon auriventris	2002	1	NA	Grasshoppers
KonzaPrairie	Boopedon gracile	2002	1	NA	Grasshoppers
KonzaPrairie	Brachystola magna	2002	1	NA	Grasshoppers
KonzaPrairie	Chrotophag viridifas	2002	2	NA	Grasshoppers
KonzaPrairie	Eritettix simplex	2002	1.16666666666667	NA	Grasshoppers
KonzaPrairie	Hadrotettix trifasciatus	2002	2	NA	Grasshoppers
KonzaPrairie	Hesperotettix speciosus	2002	4.5	NA	Grasshoppers
KonzaPrairie	Hesperotettix spp.	2002	3.36842105263158	NA	Grasshoppers
KonzaPrairie	Hesperotettix viridis	2002	2	NA	Grasshoppers
KonzaPrairie	Hipposicus rugosus	2002	1.15384615384615	NA	Grasshoppers
KonzaPrairie	Hypochlora alba	2002	5.61363636363636	NA	Grasshoppers
KonzaPrairie	Melanoplus bivittatus	2002	2.9	NA	Grasshoppers
KonzaPrairie	Melanoplus confusus	2002	18.2258064516129	NA	Grasshoppers
KonzaPrairie	Melanoplus differentialis	2002	3	NA	Grasshoppers
KonzaPrairie	Melanoplus femurrubrum	2002	3.30769230769231	NA	Grasshoppers
KonzaPrairie	Melanoplus keeleri	2002	20.7777777777778	NA	Grasshoppers
KonzaPrairie	Melanoplus packardii	2002	1.69230769230769	NA	Grasshoppers
KonzaPrairie	Melanoplus sanguinipes	2002	3.56	NA	Grasshoppers
KonzaPrairie	Melanoplus scudderi	2002	5.8	NA	Grasshoppers
KonzaPrairie	Melanoplus spp.	2002	12.6666666666667	NA	Grasshoppers
KonzaPrairie	Mermiria bivittata	2002	4.98	NA	Grasshoppers
KonzaPrairie	Mermiria picta	2002	2.54838709677419	NA	Grasshoppers
KonzaPrairie	Mermiria spp.	2002	1.75	NA	Grasshoppers
KonzaPrairie	Opeia obscura	2002	1.58333333333333	NA	Grasshoppers
KonzaPrairie	Orphulella speciosa	2002	41.4727272727273	NA	Grasshoppers
KonzaPrairie	Paratylotr brunneri	2002	1	NA	Grasshoppers
KonzaPrairie	Pardalopho apiculata	2002	1	NA	Grasshoppers
KonzaPrairie	Pardalophora haldemani	2002	1.16666666666667	NA	Grasshoppers
KonzaPrairie	Phoetaliotes nebrascensis	2002	37.0535714285714	NA	Grasshoppers
KonzaPrairie	Pseudopoma brachypte	2002	1.9	NA	Grasshoppers
KonzaPrairie	Schistocerca lineata	2002	1.25	NA	Grasshoppers
KonzaPrairie	Syrbula admirabilis	2002	3.17948717948718	NA	Grasshoppers
KonzaPrairie	Ageneotettix deorum	2003	6.38888888888889	NA	Grasshoppers
KonzaPrairie	Arphia conspersa	2003	2	NA	Grasshoppers
KonzaPrairie	Arphia spp.	2003	2.4	NA	Grasshoppers
KonzaPrairie	Arphia xanthoptera	2003	1.33333333333333	NA	Grasshoppers
KonzaPrairie	Boopedon auriventris	2003	1	NA	Grasshoppers
KonzaPrairie	Boopedon gracile	2003	1.5	NA	Grasshoppers
KonzaPrairie	Boopedon nubilum	2003	1	NA	Grasshoppers
KonzaPrairie	Campylacantha olivacea	2003	5.54285714285714	NA	Grasshoppers
KonzaPrairie	Chrotophag viridifas	2003	1.33333333333333	NA	Grasshoppers
KonzaPrairie	Hadrotettix trifasciatus	2003	1.83333333333333	NA	Grasshoppers
KonzaPrairie	Hesperotettix speciosus	2003	2.16129032258065	NA	Grasshoppers
KonzaPrairie	Hesperotettix viridis	2003	3.90909090909091	NA	Grasshoppers
KonzaPrairie	Hipposicus rugosus	2003	1	NA	Grasshoppers
KonzaPrairie	Hypochlora alba	2003	2.35714285714286	NA	Grasshoppers
KonzaPrairie	Melanoplus bivittatus	2003	3.06122448979592	NA	Grasshoppers
KonzaPrairie	Melanoplus confusus	2003	2.27272727272727	NA	Grasshoppers
KonzaPrairie	Melanoplus differentialis	2003	1	NA	Grasshoppers
KonzaPrairie	Melanoplus femurrubrum	2003	8.925	NA	Grasshoppers
KonzaPrairie	Melanoplus keeleri	2003	10.4259259259259	NA	Grasshoppers
KonzaPrairie	Melanoplus packardii	2003	1.13636363636364	NA	Grasshoppers
KonzaPrairie	Melanoplus sanguinipes	2003	2.54545454545455	NA	Grasshoppers
KonzaPrairie	Melanoplus scudderi	2003	2.61538461538462	NA	Grasshoppers
KonzaPrairie	Mermiria bivittata	2003	3.93181818181818	NA	Grasshoppers
KonzaPrairie	Mermiria picta	2003	2.93617021276596	NA	Grasshoppers
KonzaPrairie	Opeia obscura	2003	1.16666666666667	NA	Grasshoppers
KonzaPrairie	Orphulella speciosa	2003	25.4	NA	Grasshoppers
KonzaPrairie	Pardalophora haldemani	2003	1.07692307692308	NA	Grasshoppers
KonzaPrairie	Phoetaliotes nebrascensis	2003	22.1090909090909	NA	Grasshoppers
KonzaPrairie	Pseudopoma brachypte	2003	2.24	NA	Grasshoppers
KonzaPrairie	Schistocerca lineata	2003	1.14285714285714	NA	Grasshoppers
KonzaPrairie	Syrbula admirabilis	2003	2.5	NA	Grasshoppers
KonzaPrairie	Ageneotettix deorum	2004	3.04761904761905	NA	Grasshoppers
KonzaPrairie	Arphia simplex	2004	1	NA	Grasshoppers
KonzaPrairie	Arphia spp.	2004	1.42857142857143	NA	Grasshoppers
KonzaPrairie	Arphia xanthoptera	2004	1	NA	Grasshoppers
KonzaPrairie	Boopedon auriventris	2004	1.4	NA	Grasshoppers
KonzaPrairie	Boopedon gracile	2004	1.33333333333333	NA	Grasshoppers
KonzaPrairie	Campylacantha olivacea	2004	7.75510204081633	NA	Grasshoppers
KonzaPrairie	Chrotophag viridifas	2004	1	NA	Grasshoppers
KonzaPrairie	Eritettix simplex	2004	1	NA	Grasshoppers
KonzaPrairie	Hadrotettix trifasciatus	2004	1	NA	Grasshoppers
KonzaPrairie	Hesperotettix speciosus	2004	1.09090909090909	NA	Grasshoppers
